#;SeasonStart;PlayerName;PlayerSalary;Pos;Age;Tm;FG%;PTS
7782;1985;Mike O'Koren;;SF;26;NJN;49,4;438
8163;1986;Mike O'Koren;;SF;27;NJN;47,6;350
8538;1987;Mike O'Koren;;SF;28;WSB;38,1;32
8949;1988;Mike O'Koren;;SF;29;NJN;56,3;18
733;1953;Mike O'Neill;;SF;;MLH;23,5;12
15356;2001;Mike Penberthy;$28,405.00 ;PG;26;LAL;41,4;267
15866;2002;Mike Penberthy;;PG;27;LAL;50;5
11702;1994;Mike Peplowski;;C;23;SAC;53,9;176
12147;1995;Mike Peplowski;;C;24;DET;100;11
12648;1996;Mike Peplowski;$247,500.00 ;C;25;TOT;60;7
12649;1996;Mike Peplowski;$247,500.00 ;C;25;WSB;;0
12650;1996;Mike Peplowski;$247,500.00 ;C;25;MIL;60;7
3242;1971;Mike Price;;SG;22;NYK;37;84
3490;1972;Mike Price;;SG;23;NYK;35,7;19
3761;1973;Mike Price;;SG;24;PHI;41,5;288
3763;1973;Mike Ratliff;;C;21;KCO;41,7;241
4024;1974;Mike Ratliff;;C;22;KCO;;0
2812;1969;Mike Riordan;;SF;23;NYK;34;126
3011;1970;Mike Riordan;;SG;24;NYK;46,4;624
3248;1971;Mike Riordan;;SF;25;NYK;41,8;391
3500;1972;Mike Riordan;;SF;26;TOT;46,7;550
3501;1972;Mike Riordan;;SF;26;NYK;36,4;8
3502;1972;Mike Riordan;;SF;26;BAL;46,9;542
3770;1973;Mike Riordan;;SF;27;BAL;51;1483
4034;1974;Mike Riordan;;SF;28;CAP;47,2;1290
4296;1975;Mike Riordan;;SF;29;WSB;49,2;1138
4576;1976;Mike Riordan;;SF;30;WSB;44;653
4908;1977;Mike Riordan;;SF;31;WSB;36,2;79
7120;1983;Mike Sanders;;SF;22;SAS;48,4;183
7474;1984;Mike Sanders;;SF;23;PHO;47,8;223
7822;1985;Mike Sanders;;SF;24;PHO;48,6;215
8200;1986;Mike Sanders;;SF;25;PHO;51,3;905
8579;1987;Mike Sanders;;SF;26;PHO;49,4;859
8990;1988;Mike Sanders;;SF;27;TOT;50,5;365
8991;1988;Mike Sanders;;SF;27;PHO;48;203
8992;1988;Mike Sanders;;SF;27;CLE;53,8;162
9431;1989;Mike Sanders;;SF;28;CLE;45,3;764
9894;1990;Mike Sanders;$760,000.00 ;SF;29;IND;47;510
10347;1991;Mike Sanders;$860,000.00 ;SF;30;IND;41,7;463
10809;1992;Mike Sanders;$1,100,000.00 ;SF;31;TOT;57,1;221
10810;1992;Mike Sanders;$1,100,000.00 ;SF;31;IND;50;27
10811;1992;Mike Sanders;$1,100,000.00 ;SF;31;CLE;58,3;194
11256;1993;Mike Sanders;;SF;32;CLE;49,7;454
22134;2013;Mike Scott;$788,872.00 ;PF;24;ATL;47,6;183
22739;2014;Mike Scott;$3,333,333.00 ;PF;25;ATL;47,9;767
23384;2015;Mike Scott;$3,333,333.00 ;PF;26;ATL;44,4;529
23986;2016;Mike Scott;$3,333,334.00 ;PF;27;ATL;46,8;464
24577;2017;Mike Scott;$1,709,538.00 ;PF;28;ATL;28,8;45
3259;1971;Mike Silliman;;SF;26;BUF;45,6;91
15419;2001;Mike Smith;;SF;24;WAS;32,2;51
8211;1986;Mike Smrek;;C;23;CHI;37,7;108
8597;1987;Mike Smrek;;C;24;LAL;50;76
9013;1988;Mike Smrek;;C;25;LAL;42,7;132
9456;1989;Mike Smrek;;PF;26;SAS;47,1;193
9921;1990;Mike Smrek;$325,000.00 ;C;27;GSW;41,7;21
10370;1991;Mike Smrek;;C;28;TOT;33,3;24
10371;1991;Mike Smrek;;C;28;GSW;54,5;14
10372;1991;Mike Smrek;;C;28;LAC;18,8;10
10837;1992;Mike Smrek;;C;29;GSW;;0
4317;1975;Mike Sojourner;;C;21;ATL;48,8;851
4605;1976;Mike Sojourner;;C;22;ATL;47,3;576
4940;1977;Mike Sojourner;;PF;23;ATL;46,8;231
16987;2004;Mike Sweetney;$1,978,920.00 ;PF;21;NYK;49,3;180
17568;2005;Mike Sweetney;$2,116,920.00 ;C;22;NYK;53,1;650
18133;2006;Mike Sweetney;$2,696,956.00 ;C;23;CHI;45;533
18670;2007;Mike Sweetney;;C;24;CHI;43,3;153
19852;2009;Mike Taylor;;PG;23;LAC;41,2;289
24620;2017;Mike Tobey;;C;22;CHO;25;2
283;1950;Mike Todorovich;;F-C;26;TOT;30,9;792
284;1950;Mike Todorovich;;F-C;26;STB;26,7;97
285;1950;Mike Todorovich;;F-C;26;TRI;31,5;695
478;1951;Mike Todorovich;;F-C;27;TRI;30,9;653
16463;2003;Mike Wilks;$638,679.00 ;PG-SG;23;TOT;33,8;147
16464;2003;Mike Wilks;$638,679.00 ;SG;23;ATL;35,8;85
16465;2003;Mike Wilks;$638,679.00 ;PG;23;MIN;31,3;62
17048;2004;Mike Wilks;;PG;24;HOU;47,2;50
17639;2005;Mike Wilks;$745,248.00 ;PG;25;SAS;41,6;81
18201;2006;Mike Wilks;$798,112.00 ;PG;26;TOT;32,2;86
18202;2006;Mike Wilks;$798,112.00 ;PG;26;CLE;28,8;42
18203;2006;Mike Wilks;$798,112.00 ;PG;26;SEA;38,7;44
18719;2007;Mike Wilks;$162,281.00 ;PG;27;SEA;46,8;170
19303;2008;Mike Wilks;$998,398.00 ;PG;28;TOT;47,2;41
19304;2008;Mike Wilks;$998,398.00 ;PG;28;DEN;43,5;24
19305;2008;Mike Wilks;$998,398.00 ;PG;28;WAS;50;5
19306;2008;Mike Wilks;$998,398.00 ;PG;28;SEA;55,6;12
20481;2010;Mike Wilks;;PG;30;OKC;50;16
9988;1990;Mike Williams;;PF-SF;26;TOT;33,3;15
9989;1990;Mike Williams;;PF;26;SAC;42,9;15
9990;1990;Mike Williams;;SF;26;ATL;0;0
6445;1981;Mike Woodson;;SG;22;NYK;44,2;380
6815;1982;Mike Woodson;;SG;23;TOT;50,3;1304
6816;1982;Mike Woodson;;SG;23;NJN;44,1;83
6817;1982;Mike Woodson;;SG;23;KCK;50,7;1221
7210;1983;Mike Woodson;;SG;24;KCK;50,6;1473
7555;1984;Mike Woodson;;SG;25;KCK;47,7;1027
7916;1985;Mike Woodson;;SG;26;KCK;49,6;1329
8296;1986;Mike Woodson;;SG;27;SAC;47,5;1264
8672;1987;Mike Woodson;;SG;28;LAC;43,7;1262
9101;1988;Mike Woodson;;SG;29;LAC;44,5;1438
9542;1989;Mike Woodson;;SG;30;HOU;43,8;1046
10000;1990;Mike Woodson;;SG;31;HOU;39,5;394
10436;1991;Mike Woodson;$658,000.00 ;SG;32;TOT;33,8;64
10437;1991;Mike Woodson;$658,000.00 ;SG;32;HOU;38,9;53
10438;1991;Mike Woodson;$658,000.00 ;SG;32;CLE;21,7;11
14274;1999;Mikki Moore;$460,000.00 ;C;23;DET;100;4
14791;2000;Mikki Moore;$2,850,000.00 ;C;24;DET;62,1;228
15306;2001;Mikki Moore;$2,531,250.00 ;C;25;DET;49,3;359
15822;2002;Mikki Moore;$2,412,500.00 ;C;26;DET;47,5;79
16304;2003;Mikki Moore;$513,000.00 ;C;27;TOT;38,5;18
16305;2003;Mikki Moore;$513,000.00 ;C;27;BOS;0;0
16306;2003;Mikki Moore;$513,000.00 ;C;27;ATL;41,7;18
16848;2004;Mikki Moore;$870,046.00 ;PF-C;28;TOT;50,5;130
16849;2004;Mikki Moore;$870,046.00 ;C;28;NJN;20;2
16850;2004;Mikki Moore;$870,046.00 ;PF;28;UTA;52,1;128
17436;2005;Mikki Moore;$1,020,000.00 ;PF;29;LAC;50,2;396
18005;2006;Mikki Moore;$1,071,225.00 ;C;30;SEA;43,5;154
18551;2007;Mikki Moore;;C;31;NJN;60,9;776
19118;2008;Mikki Moore;$5,632,200.00 ;PF;32;SAC;57,7;698
19710;2009;Mikki Moore;$2,000,000.00 ;PF-C;33;TOT;55,3;276
19711;2009;Mikki Moore;$2,000,000.00 ;PF;33;SAC;52,1;160
19712;2009;Mikki Moore;$2,000,000.00 ;C;33;BOS;60;116
20311;2010;Mikki Moore;;C;34;GSW;60;115
21489;2012;Mikki Moore;;C;36;GSW;45;24
18443;2007;Mile Ilic;$864,000.00 ;C;22;NJN;0;0
22098;2013;Miles Plumlee;$1,121,520.00 ;C;24;IND;23,8;13
22704;2014;Miles Plumlee;$1,169,880.00 ;C;25;PHO;51,7;646
23323;2015;Miles Plumlee;$2,109,294.00 ;C;26;TOT;53,5;294
23324;2015;Miles Plumlee;$2,109,294.00 ;C;26;PHO;54,9;233
23325;2015;Miles Plumlee;$2,109,294.00 ;C;26;MIL;49,2;61
23947;2016;Miles Plumlee;$12,500,000.00 ;C;27;MIL;60,1;314
24534;2017;Miles Plumlee;$12,500,000.00 ;C;28;TOT;47,8;113
24535;2017;Miles Plumlee;$12,500,000.00 ;C;28;MIL;44,1;82
24536;2017;Miles Plumlee;$12,500,000.00 ;C;28;CHO;58,3;31
14378;1999;Miles Simon;;SG;23;ORL;20;2
133;1950;Milo Komenich;;F-C;29;AND;28,3;634
10026;1991;Milos Babic;;PF;22;CLE;31,6;19
10471;1992;Milos Babic;;C;23;MIA;46,2;18
14820;2000;Milt Palacio;$316,969.00 ;PG;21;VAN;43,9;108
15348;2001;Milt Palacio;$690,000.00 ;PG;22;BOS;47,2;342
15858;2002;Milt Palacio;$750,000.00 ;PG-SG;23;TOT;38,3;231
15859;2002;Milt Palacio;$750,000.00 ;PG;23;BOS;38,5;152
15860;2002;Milt Palacio;$750,000.00 ;SG;23;PHO;38;79
16339;2003;Milt Palacio;$688,679.00 ;PG;24;CLE;41,8;397
16889;2004;Milt Palacio;$807,546.00 ;PG;25;TOR;34,9;257
17473;2005;Milt Palacio;$1,400,000.00 ;PG;26;TOR;44,6;467
18045;2006;Milt Palacio;;PG;27;UTA;42,4;441
253;1950;Milt Schoon;;C;27;SHE;41;496
9056;1988;Milt Wagner;;SG;24;LAL;42,2;152
10405;1991;Milt Wagner;;SG;27;MIA;42,1;63
3304;1971;Milt Williams;;PG;25;NYK;100;4
3571;1972;Milt Williams;;PG;26;ATL;43,4;67
4087;1974;Milt Williams;;PG;28;SEA;41,6;165
24401;2017;Mindaugas Kuzminskas;$3,025,035.00 ;SF;27;NYK;42,8;425
22713;2014;Miroslav Raduljica;$300,000.00 ;C;26;MIL;54;181
23346;2015;Miroslav Raduljica;$300,000.00 ;C;27;MIN;37,5;8
14921;2000;Mirsad Turkcan;;PF;23;TOT;36,8;33
14922;2000;Mirsad Turkcan;;PF;23;NYK;20;4
14923;2000;Mirsad Turkcan;;PF;23;MIL;42,9;29
22173;2013;Mirza Teletovic;$3,229,050.00 ;PF;27;BRK;38,4;188
22783;2014;Mirza Teletovic;$3,368,100.00 ;SF;28;BRK;41,8;622
23432;2015;Mirza Teletovic;$5,500,000.00 ;PF;29;BRK;38,2;339
24024;2016;Mirza Teletovic;$10,500,000.00 ;PF;30;PHO;42,7;965
24609;2017;Mirza Teletovic;$10,500,000.00 ;PF;31;MIL;37,3;451
4829;1977;Mitch Kupchak;;C;22;WSB;57,2;852
5203;1978;Mitch Kupchak;;PF;23;WSB;51,2;1066
5562;1979;Mitch Kupchak;;PF;24;WSB;53,9;961
5917;1980;Mitch Kupchak;;PF;25;WSB;41,9;186
6276;1981;Mitch Kupchak;;PF;26;WSB;52,5;1024
6643;1982;Mitch Kupchak;;PF;27;LAL;57,3;371
7379;1984;Mitch Kupchak;;PF;29;LAL;38;104
7729;1985;Mitch Kupchak;;PF;30;LAL;50,4;306
8104;1986;Mitch Kupchak;;PF;31;LAL;48,2;332
23243;2015;Mitch McGary;$1,463,040.00 ;PF;22;OKC;53,3;201
23874;2016;Mitch McGary;$1,526,040.00 ;PF;23;OKC;47,8;26
9412;1989;Mitch Richmond*;;SG;23;GSW;46,8;1741
9876;1990;Mitch Richmond*;$850,000.00 ;SG;24;GSW;49,7;1720
10331;1991;Mitch Richmond*;$950,000.00 ;SG;25;GSW;49,4;1840
10790;1992;Mitch Richmond*;$1,036,000.00 ;SG;26;SAC;46,8;1803
11237;1993;Mitch Richmond*;$2,500,000.00 ;SG;27;SAC;47,4;987
11725;1994;Mitch Richmond*;$3,000,000.00 ;SG;28;SAC;44,5;1823
12174;1995;Mitch Richmond*;$3,500,000.00 ;SG;29;SAC;44,6;1867
12689;1996;Mitch Richmond*;$3,575,000.00 ;SG;30;SAC;44,7;1872
13265;1997;Mitch Richmond*;$3,000,000.00 ;SG;31;SAC;45,4;2095
13792;1998;Mitch Richmond*;$2,500,000.00 ;SG;32;SAC;44,5;1623
14347;1999;Mitch Richmond*;$10,000,000.00 ;SG;33;WAS;41,2;983
14854;2000;Mitch Richmond*;$10,000,000.00 ;SG;34;WAS;42,6;1285
15386;2001;Mitch Richmond*;$10,000,000.00 ;SG;35;WAS;40,7;598
15896;2002;Mitch Richmond*;;SG;36;LAL;40,5;260
11425;1994;Mitchell Butler;$400,000.00 ;SG;23;WSB;49,5;518
11898;1995;Mitchell Butler;$500,000.00 ;SG;24;WSB;42,1;597
12355;1996;Mitchell Butler;$600,000.00 ;SG;25;WSB;38,4;237
12908;1997;Mitchell Butler;$272,250.00 ;SG;26;POR;41,6;148
13485;1998;Mitchell Butler;$537,500.00 ;SG;27;CLE;31,9;37
14027;1999;Mitchell Butler;;SG;28;CLE;48,2;168
15586;2002;Mitchell Butler;;SG;31;POR;43,5;29
16580;2004;Mitchell Butler;;SG;33;WAS;43,5;134
7537;1984;Mitchell Wiggins;;SG;24;CHI;44,8;1018
7892;1985;Mitchell Wiggins;;SG;25;HOU;48,4;738
8271;1986;Mitchell Wiggins;;SG;26;HOU;45,4;531
8651;1987;Mitchell Wiggins;;SG;27;HOU;43,7;355
9976;1990;Mitchell Wiggins;;SG;30;HOU;48,8;1024
10880;1992;Mitchell Wiggins;$335,000.00 ;SG;32;PHI;38,4;211
4798;1977;Mo Howard;;SG;22;TOT;48,5;152
4799;1977;Mo Howard;;SG;22;CLE;53,3;21
4800;1977;Mo Howard;;SG;22;NOJ;47,9;131
3436;1972;Mo Layton;;PG;23;PHO;42,4;730
3709;1973;Mo Layton;;SG;24;PHO;43,1;464
3972;1974;Mo Layton;;PG;25;POR;49,1;124
4836;1977;Mo Layton;;SG;28;NYK;48,4;326
5211;1978;Mo Layton;;PG;29;SAS;50,6;182
700;1953;Mo Mahoney;;F;25;BOS;40;12
843;1954;Mo Mahoney;;F;26;BLB;0;0
17059;2004;Mo Williams;$1,600,000.00 ;SG;21;UTA;38;284
17649;2005;Mo Williams;$1,760,000.00 ;PG;22;MIL;43,8;814
18213;2006;Mo Williams;$1,920,000.00 ;PG;23;MIL;42,4;703
18731;2007;Mo Williams;$7,750,000.00 ;PG;24;MIL;44,6;1174
19319;2008;Mo Williams;$8,353,000.00 ;PG;25;MIL;48;1137
19906;2009;Mo Williams;$8,860,000.00 ;PG;26;CLE;46,7;1443
20488;2010;Mo Williams;$9,300,000.00 ;PG;27;CLE;44,2;1092
21105;2011;Mo Williams;$8,500,000.00 ;PG;28;TOT;39,9;812
21106;2011;Mo Williams;$8,500,000.00 ;PG;28;CLE;38,5;477
21107;2011;Mo Williams;$8,500,000.00 ;PG;28;LAC;42,2;335
21657;2012;Mo Williams;$8,500,000.00 ;SG;29;LAC;42,6;685
22239;2013;Mo Williams;$2,652,000.00 ;PG;30;UTA;43;592
22850;2014;Mo Williams;;PG;31;POR;41,7;721
23492;2015;Mo Williams;$2,100,000.00 ;PG;32;TOT;39,7;964
23493;2015;Mo Williams;$2,100,000.00 ;PG;32;MIN;40,3;499
23494;2015;Mo Williams;$2,100,000.00 ;PG;32;CHO;39;465
24081;2016;Mo Williams;$2,200,000.00 ;PG;33;CLE;43,7;338
3084;1971;Moe Barr;;G;26;CIN;40,3;61
746;1953;Moe Radovich;;PG;23;PHW;38,5;14
709;1953;Monk Meineke;;PF;22;FTW;38,1;725
851;1954;Monk Meineke;;PF;23;FTW;34,4;406
976;1955;Monk Meineke;;PF;24;FTW;37,2;391
1084;1956;Monk Meineke;;PF;25;ROC;37,2;489
1302;1958;Monk Meineke;;PF;27;CIN;35,6;327
17813;2006;Monta Ellis;$664,209.00 ;SG;20;GSW;41,5;334
18356;2007;Monta Ellis;$770,610.00 ;SG;21;GSW;47,5;1272
18895;2008;Monta Ellis;;SG;22;GSW;53,1;1636
19507;2009;Monta Ellis;$11,000,000.00 ;SG;23;GSW;45,1;474
20073;2010;Monta Ellis;$11,000,000.00 ;SG;24;GSW;44,9;1631
20687;2011;Monta Ellis;$11,000,000.00 ;SG;25;GSW;45,1;1929
21268;2012;Monta Ellis;$11,000,000.00 ;SG;26;TOT;43,3;1181
21269;2012;Monta Ellis;$11,000,000.00 ;SG;26;GSW;43,3;811
21270;2012;Monta Ellis;$11,000,000.00 ;SG;26;MIL;43,2;370
21832;2013;Monta Ellis;$8,000,000.00 ;SG;27;MIL;41,6;1577
22441;2014;Monta Ellis;$8,360,000.00 ;SG;28;DAL;45,1;1560
23043;2015;Monta Ellis;$10,300,000.00 ;SG;29;DAL;44,5;1513
23658;2016;Monta Ellis;$10,770,000.00 ;SG;30;IND;42,7;1121
24243;2017;Monta Ellis;$2,245,400.00 ;SG;31;IND;44,3;630
4957;1977;Monte Towe;;PG;23;DEN;40,6;130
6155;1981;Monti Davis;;PF;22;TOT;20;3
6156;1981;Monti Davis;;PF;22;PHI;100;2
6157;1981;Monti Davis;;PF;22;DAL;0;1
23725;2016;Montrezl Harrell;$1,045,000.00 ;PF;22;HOU;64,4;140
24309;2017;Montrezl Harrell;$1,471,382.00 ;C;23;HOU;65,2;527
12276;1995;Monty Williams;$845,000.00 ;SF;23;NYK;45,1;137
12810;1996;Monty Williams;$1,040,000.00 ;SF;24;TOT;39,7;68
12811;1996;Monty Williams;$1,040,000.00 ;SF;24;NYK;31,8;19
12812;1996;Monty Williams;$1,040,000.00 ;SF;24;SAS;43,5;49
13395;1997;Monty Williams;$1,235,000.00 ;SF;25;SAS;50,9;588
13945;1998;Monty Williams;;SF;26;SAS;44,8;453
14454;1999;Monty Williams;;SF;27;DEN;0;1
14952;2000;Monty Williams;$1,000,000.00 ;SF;28;ORL;48,9;651
15489;2001;Monty Williams;$778,350.00 ;SF;29;ORL;44,5;410
15993;2002;Monty Williams;;SF;30;ORL;54,7;484
16474;2003;Monty Williams;$1,000,000.00 ;SF;31;PHI;42,5;92
13215;1997;Moochie Norris;;PG;23;VAN;18,2;12
14288;1999;Moochie Norris;;PG;25;SEA;32,5;38
14803;2000;Moochie Norris;$523,500.00 ;PG;26;HOU;43,4;207
15327;2001;Moochie Norris;$3,600,000.00 ;PG;27;HOU;44,6;544
15838;2002;Moochie Norris;;PG;28;HOU;39,8;665
16321;2003;Moochie Norris;$3,500,000.00 ;PG;29;HOU;40,6;357
16869;2004;Moochie Norris;$3,850,000.00 ;PG;30;TOT;36,9;234
16870;2004;Moochie Norris;$3,850,000.00 ;PG;30;HOU;31;80
16871;2004;Moochie Norris;$3,850,000.00 ;PG;30;NYK;40,8;154
17457;2005;Moochie Norris;$4,200,000.00 ;PG;31;TOT;32,1;90
17458;2005;Moochie Norris;$4,200,000.00 ;PG;31;NYK;34,4;82
17459;2005;Moochie Norris;$4,200,000.00 ;PG;31;HOU;18,8;8
18025;2006;Moochie Norris;;PG;32;TOT;41,1;125
18026;2006;Moochie Norris;;PG;32;HOU;40;65
18027;2006;Moochie Norris;;PG;32;NOK;42,6;60
9576;1990;Mookie Blaylock;$525,000.00 ;PG;22;NJN;37,1;505
10044;1991;Mookie Blaylock;$575,000.00 ;PG;23;NJN;41,6;1017
10492;1992;Mookie Blaylock;$660,000.00 ;PG;24;NJN;43,2;996
10952;1993;Mookie Blaylock;$1,630,000.00 ;PG;25;ATL;42,9;1069
11395;1994;Mookie Blaylock;$2,100,000.00 ;PG;26;ATL;41,1;1118
11873;1995;Mookie Blaylock;$2,500,000.00 ;PG;27;ATL;42,5;1373
12330;1996;Mookie Blaylock;$2,800,000.00 ;PG;28;ATL;40,5;1268
12876;1997;Mookie Blaylock;$3,000,000.00 ;PG;29;ATL;43,2;1354
13459;1998;Mookie Blaylock;$3,600,000.00 ;PG;30;ATL;39,2;921
14000;1999;Mookie Blaylock;$4,200,000.00 ;PG;31;ATL;37,9;640
14508;2000;Mookie Blaylock;$4,800,000.00 ;PG;32;GSW;39,1;822
15001;2001;Mookie Blaylock;$5,400,000.00 ;PG;33;GSW;39,6;760
15552;2002;Mookie Blaylock;;PG;34;GSW;34,2;119
9521;1989;Morlon Wiley;;PG;22;DAL;40,4;111
9977;1990;Morlon Wiley;$347,000.00 ;PG;23;ORL;44,2;229
10413;1991;Morlon Wiley;$130,000.00 ;PG;24;ORL;41,7;113
10881;1992;Morlon Wiley;$250,000.00 ;PG;25;TOT;43;204
10882;1992;Morlon Wiley;$250,000.00 ;PG;25;ORL;32,1;21
10883;1992;Morlon Wiley;$250,000.00 ;PG;25;SAS;60;6
10884;1992;Morlon Wiley;$250,000.00 ;PG;25;ATL;44,4;177
11322;1993;Morlon Wiley;;PG;26;TOT;37,8;263
11323;1993;Morlon Wiley;;PG;26;ATL;32,1;72
11324;1993;Morlon Wiley;;PG;26;DAL;40,5;191
11805;1994;Morlon Wiley;$310,000.00 ;PG;27;TOT;31;21
11806;1994;Morlon Wiley;$310,000.00 ;PG;27;MIA;37,5;7
11807;1994;Morlon Wiley;$310,000.00 ;PG;27;DAL;28,6;14
12264;1995;Morlon Wiley;;PG;28;TOT;42,7;137
12265;1995;Morlon Wiley;;PG;28;DAL;42,3;130
12266;1995;Morlon Wiley;;PG;28;ATL;50;7
18756;2008;Morris Almond;$1,081,440.00 ;SG;22;UTA;26,7;13
19352;2009;Morris Almond;;SG;23;UTA;40,7;92
21136;2012;Morris Almond;;SG;26;WAS;35,3;14
15363;2001;Morris Peterson;$966,000.00 ;SG;23;TOR;43,1;747
15869;2002;Morris Peterson;$1,033,320.00 ;SF;24;TOR;43,8;883
16350;2003;Morris Peterson;$1,646,079.00 ;SF;25;TOR;39,2;1153
16907;2004;Morris Peterson;$4,400,000.00 ;SF;26;TOR;40,5;678
17488;2005;Morris Peterson;$4,550,000.00 ;SG;27;TOR;42;1029
18056;2006;Morris Peterson;$4,550,000.00 ;SG;28;TOR;43,6;1374
18594;2007;Morris Peterson;$5,356,000.00 ;SF;29;TOR;42,9;634
19169;2008;Morris Peterson;$5,592,240.00 ;SG;30;NOH;41,7;608
19756;2009;Morris Peterson;$6,212,960.00 ;SG;31;NOH;39,9;191
20350;2010;Morris Peterson;;SG;32;NOH;38,5;327
20953;2011;Morris Peterson;;SG;33;OKC;40;4
4846;1977;Moses Malone*;;C;21;TOT;48;1083
4847;1977;Moses Malone*;;C;21;BUF;;0
4848;1977;Moses Malone*;;C;21;HOU;48;1083
5218;1978;Moses Malone*;;C;22;HOU;49,9;1144
5580;1979;Moses Malone*;;C;23;HOU;54;2031
5942;1980;Moses Malone*;;C;24;HOU;50,2;2119
6298;1981;Moses Malone*;;C;25;HOU;52,2;2222
6672;1982;Moses Malone*;;C;26;HOU;51,9;2520
7045;1983;Moses Malone*;;C;27;PHI;50,1;1908
7403;1984;Moses Malone*;;C;28;PHI;48,3;1609
7747;1985;Moses Malone*;;C;29;PHI;46,9;1941
8123;1986;Moses Malone*;;C;30;PHI;45,8;1759
8495;1987;Moses Malone*;;C;31;WSB;45,4;1760
8895;1988;Moses Malone*;;C;32;WSB;48,7;1607
9340;1989;Moses Malone*;;C;33;ATL;49,1;1637
9796;1990;Moses Malone*;$2,406,000.00 ;C;34;ATL;48;1528
10252;1991;Moses Malone*;$1,600,000.00 ;C;35;ATL;46,8;869
10705;1992;Moses Malone*;$2,230,000.00 ;C;36;MIL;47,4;1279
11151;1993;Moses Malone*;$1,200,000.00 ;C;37;MIL;31;50
11642;1994;Moses Malone*;$468,750.00 ;C;38;PHI;44;294
12090;1995;Moses Malone*;;C;39;SAS;37,1;49
18646;2007;Mouhamed Sene;$2,105,520.00 ;C;20;SEA;36,7;53
19213;2008;Mouhamed Sene;$2,252,400.00 ;C;21;SEA;45,8;30
19814;2009;Mouhamed Sene;;C;22;TOT;66,7;20
19815;2009;Mouhamed Sene;;C;22;OKC;71,4;17
19816;2009;Mouhamed Sene;;C;22;NYK;50;3
8710;1988;Muggsy Bogues;;PG;23;WSB;39;393
9142;1989;Muggsy Bogues;;PG;24;CHH;42,6;423
9577;1990;Muggsy Bogues;$805,000.00 ;PG;25;CHH;49,1;763
10045;1991;Muggsy Bogues;$906,000.00 ;PG;26;CHH;46;568
10493;1992;Muggsy Bogues;$700,000.00 ;PG;27;CHH;47,2;730
10953;1993;Muggsy Bogues;$900,000.00 ;PG;28;CHH;45,3;808
11397;1994;Muggsy Bogues;$1,125,000.00 ;PG;29;CHH;47,1;835
11875;1995;Muggsy Bogues;$1,350,000.00 ;PG;30;CHH;47,7;862
12332;1996;Muggsy Bogues;;PG;31;CHH;37,5;14
12878;1997;Muggsy Bogues;$1,800,000.00 ;PG;32;CHH;46;522
13461;1998;Muggsy Bogues;$2,800,000.00 ;PG;33;TOT;43,7;347
13462;1998;Muggsy Bogues;$2,800,000.00 ;PG;33;CHH;40;6
13463;1998;Muggsy Bogues;$2,800,000.00 ;PG;33;GSW;43,7;341
14004;1999;Muggsy Bogues;$510,000.00 ;PG;34;GSW;49,4;183
14510;2000;Muggsy Bogues;$1,740,000.00 ;PG;35;TOR;43,9;410
15006;2001;Muggsy Bogues;$1,520,860.00 ;PG;36;TOR;0;0
175;1950;Murray Mitchell;;C;26;AND;33,3;2
308;1950;Murray Wier;;G;23;TRI;32,7;429
21003;2011;Mustafa Shakur;;PG;26;WAS;35,6;51
22745;2014;Mustafa Shakur;;PG;29;OKC;0;1
5688;1979;Mychal Thompson;;C;24;POR;49;1074
6405;1981;Mychal Thompson;;C;26;POR;49,4;1345
6770;1982;Mychal Thompson;;C;27;POR;52,3;1642
7161;1983;Mychal Thompson;;C;28;POR;48,9;1259
7502;1984;Mychal Thompson;;C;29;POR;52,4;1240
7861;1985;Mychal Thompson;;PF;30;POR;51,5;1451
8229;1986;Mychal Thompson;;C;31;POR;49,8;1204
8613;1987;Mychal Thompson;;PF;32;TOT;45;938
8614;1987;Mychal Thompson;;PF;32;SAS;43,6;605
8615;1987;Mychal Thompson;;PF;32;LAL;48;333
9028;1988;Mychal Thompson;;C;33;LAL;51,2;925
9478;1989;Mychal Thompson;;C;34;LAL;55,9;738
9937;1990;Mychal Thompson;$615,000.00 ;C;35;LAL;50;706
10388;1991;Mychal Thompson;$1,807,000.00 ;C;36;LAL;49,6;288
21603;2012;Mychel Thompson;;SG;23;CLE;29,2;18
6345;1981;Myles Patrick;;SF;26;LAL;40;5
24043;2016;Myles Turner;$2,463,840.00 ;C;19;IND;49,8;619
24630;2017;Myles Turner;$2,569,920.00 ;C;20;IND;51,1;1173
10508;1992;Myron Brown;;PG;22;MIN;66,7;9
8452;1987;Myron Jackson;;PG;22;DAL;22,2;11
21809;2013;Nando De;;SG;25;SAS;43,6;276
22415;2014;Nando De;;SF;26;TOT;41,8;177
22416;2014;Nando De;;SF;26;SAS;45,2;112
22417;2014;Nando De;;SF;26;TOR;36,7;65
345;1951;Nat Clifton*;;PF;28;NYK;32,2;562
508;1952;Nat Clifton*;;PF;29;NYK;33,5;658
642;1953;Nat Clifton*;;PF;30;NYK;34,3;744
795;1954;Nat Clifton*;;PF;31;NYK;36,8;688
924;1955;Nat Clifton*;;PF;32;NYK;38,6;944
1031;1956;Nat Clifton*;;PF;33;NYK;39,4;561
1140;1957;Nat Clifton*;;PF;34;NYK;37,7;762
1245;1958;Nat Clifton*;;PF;35;DET;36,3;525
8709;1988;Nate Blackwell;;PG;22;SAS;36,6;37
